"comment","length","nefe","mfei1","mfei2","mfei3","mfei4","tot_bases","n_stems","n_loops","dP","dG","diff","gccontent","aa","ac","ag","au","ca","cc","cg","cu","ga","gc","gg","gu","ua","uc","ug","uu"
"random_seq_from_cds__NO_45846",86,-0.216511627906977,-0.377942212825934,-0.0670542635658915,-0.0670542635658915,-0.201162790697674,86,3,3,1,-0.201162790697674,0.0153488372093023,0.532258064516129,0.105882352941176,0.0705882352941176,0.0941176470588235,0.0588235294117647,0.105882352941176,0.0117647058823529,0.0235294117647059,0.0823529411764706,0.0588235294117647,0.0235294117647059,0.0352941176470588,0.0470588235294118,0.0705882352941176,0.117647058823529,0.0117647058823529,0.0823529411764706
"random_seq_from_cds__NO_15644",110,-0.454818181818182,-0.563609226594301,-0.0627272727272727,-0.109772727272727,-0.439090909090909,110,7,4,1,-0.439090909090909,0.0157272727272728,0.779069767441861,0.0275229357798165,0.055045871559633,0.0642201834862385,0.0275229357798165,0.055045871559633,0.110091743119266,0.036697247706422,0.119266055045872,0.055045871559633,0.0825688073394495,0.119266055045872,0.0275229357798165,0.036697247706422,0.073394495412844,0.0642201834862385,0.0458715596330275
"random_seq_from_cds__NO_47981",84,-0.305952380952381,-0.404388422035481,-0.0484126984126984,-0.0484126984126984,-0.29047619047619,84,6,6,1,-0.29047619047619,0.0154761904761905,0.71830985915493,0.0240963855421687,0.0240963855421687,0.144578313253012,0.0481927710843374,0.0963855421686747,0.072289156626506,0.0481927710843374,0.0240963855421687,0.108433734939759,0.0963855421686747,0.0843373493975904,0.072289156626506,0.0120481927710843,0.0481927710843374,0.0843373493975904,0.0120481927710843
"random_seq_from_cds__NO_15646",75,-0.460533333333333,-0.54125786163522,-0.110333333333333,-0.220666666666667,-0.441333333333333,75,4,2,1,-0.441333333333333,0.0191999999999999,0.815384615384615,0,0.0135135135135135,0.0945945945945946,0.0540540540540541,0.0810810810810811,0.189189189189189,0.0135135135135135,0.0540540540540541,0.0540540540540541,0.148648648648649,0.148648648648649,0.0135135135135135,0.0135135135135135,0,0.108108108108108,0.0135135135135135
"random_seq_from_cds__NO_52122",87,-0.299195402298851,-0.370383956957691,-0.0382594417077176,-0.0446360153256705,-0.267816091954023,87,7,6,1,-0.267816091954023,0.0313793103448276,0.723076923076923,0.0348837209302326,0.0348837209302326,0.0697674418604651,0.0581395348837209,0.0348837209302326,0.0813953488372093,0.0465116279069767,0.0813953488372093,0.0930232558139535,0.0581395348837209,0.0930232558139535,0.0581395348837209,0.0465116279069767,0.0697674418604651,0.0813953488372093,0.0581395348837209
"random_seq_from_cds__NO_15649",73,-0.437260273972603,-0.507850368809273,-0.0838356164383562,-0.20958904109589,-0.419178082191781,73,5,2,1,-0.419178082191781,0.0180821917808219,0.825396825396825,0.0277777777777778,0.0277777777777778,0.0833333333333333,0.0138888888888889,0.0277777777777778,0.152777777777778,0.0694444444444444,0.0833333333333333,0.0972222222222222,0.111111111111111,0.152777777777778,0.0277777777777778,0,0.0416666666666667,0.0833333333333333,0
"random_seq_from_cds__NO_38656",97,-0.192680412371134,-0.269204335183717,-0.0391752577319588,-0.0783505154639175,-0.156701030927835,97,4,2,1,-0.156701030927835,0.035979381443299,0.582089552238806,0.0625,0.0416666666666667,0.0729166666666667,0.104166666666667,0.0729166666666667,0.0416666666666667,0.0208333333333333,0.0416666666666667,0.104166666666667,0.0625,0.0416666666666667,0.0208333333333333,0.0416666666666667,0.03125,0.09375,0.145833333333333
"random_seq_from_cds__NO_38655",88,-0.231022727272727,-0.31529484029484,-0.0335227272727273,-0.0502840909090909,-0.201136363636364,88,6,4,1,-0.201136363636364,0.0298863636363636,0.637931034482759,0.0574712643678161,0.0574712643678161,0.0459770114942529,0.0689655172413793,0.0459770114942529,0.0344827586206897,0.0114942528735632,0.0919540229885057,0.0804597701149425,0.0229885057471264,0.0689655172413793,0.0689655172413793,0.0459770114942529,0.0689655172413793,0.114942528735632,0.114942528735632
"random_seq_from_cds__NO_15264",85,-0.228117647058824,-0.326016806722689,-0.0430588235294118,-0.0538235294117647,-0.215294117647059,85,5,4,1,-0.215294117647059,0.0128235294117647,0.660377358490566,0.0714285714285714,0.0238095238095238,0.0238095238095238,0.0952380952380952,0.0952380952380952,0.0833333333333333,0,0.0595238095238095,0.0119047619047619,0.0476190476190476,0.0476190476190476,0.0714285714285714,0.0357142857142857,0.0833333333333333,0.107142857142857,0.142857142857143
"random_seq_from_cds__NO_59691",89,-0.248089887640449,-0.318622997848434,-0.0367041198501873,-0.0367041198501873,-0.220224719101124,89,6,6,1,-0.220224719101124,0.0278651685393258,0.691176470588235,0.0454545454545455,0.0340909090909091,0.102272727272727,0.0568181818181818,0.0909090909090909,0.0795454545454545,0.0227272727272727,0.0568181818181818,0.0795454545454545,0.0795454545454545,0.0568181818181818,0.0568181818181818,0.0227272727272727,0.0568181818181818,0.0909090909090909,0.0681818181818182
"random_seq_from_cds__NO_15268",97,-0.293711340206186,-0.384879725085911,-0.0701030927835052,-0.0934707903780069,-0.280412371134021,97,4,3,1,-0.280412371134021,0.0132989690721649,0.728571428571429,0.0208333333333333,0.0416666666666667,0.0833333333333333,0.0520833333333333,0.104166666666667,0.104166666666667,0,0.104166666666667,0.03125,0.09375,0.0520833333333333,0.0416666666666667,0.0416666666666667,0.0625,0.0833333333333333,0.0833333333333333
"random_seq_from_cds__NO_8767",96,-0.267604166666667,-0.340384615384615,-0.0491666666666667,-0.0614583333333333,-0.245833333333333,96,5,4,1,-0.245833333333333,0.0217708333333334,0.722222222222222,0.0421052631578947,0.0526315789473684,0.0526315789473684,0.0631578947368421,0.0736842105263158,0.105263157894737,0.0526315789473684,0.0526315789473684,0.0631578947368421,0.0526315789473684,0.0631578947368421,0.0736842105263158,0.0315789473684211,0.0736842105263158,0.0947368421052632,0.0526315789473684
"random_seq_from_cds__NO_8764",82,-0.299512195121951,-0.379135737009544,-0.0692073170731707,-0.0922764227642276,-0.276829268292683,82,4,3,1,-0.276829268292683,0.0226829268292683,0.73015873015873,0.0123456790123457,0.037037037037037,0.111111111111111,0.0493827160493827,0.0617283950617284,0.0740740740740741,0.0493827160493827,0.0740740740740741,0.0987654320987654,0.0740740740740741,0.0493827160493827,0.0740740740740741,0.0246913580246914,0.0864197530864197,0.0864197530864197,0.037037037037037
"random_seq_from_cds__NO_38673",97,-0.248453608247423,-0.410388580491673,-0.038659793814433,-0.038659793814433,-0.231958762886598,97,6,6,1,-0.231958762886598,0.0164948453608247,0.565217391304348,0.104166666666667,0.0208333333333333,0.09375,0.09375,0.0416666666666667,0.0208333333333333,0.0208333333333333,0.0520833333333333,0.104166666666667,0.03125,0.0625,0.0729166666666667,0.0625,0.0520833333333333,0.09375,0.0729166666666667
"random_seq_from_cds__NO_8770",99,-0.216464646464646,-0.341854441854442,-0.0397979797979798,-0.0497474747474747,-0.198989898989899,99,5,4,1,-0.198989898989899,0.0174747474747475,0.582089552238806,0.112244897959184,0.0612244897959184,0.0510204081632653,0.0612244897959184,0.0816326530612245,0.0510204081632653,0.0102040816326531,0.0918367346938776,0.0306122448979592,0.0408163265306122,0.0408163265306122,0.0510204081632653,0.0612244897959184,0.0714285714285714,0.0612244897959184,0.122448979591837
"random_seq_from_cds__NO_41508",110,-0.157727272727273,-0.270036363636364,-0.0239393939393939,-0.0287272727272727,-0.143636363636364,110,6,5,1,-0.143636363636364,0.0140909090909091,0.531914893617021,0.128440366972477,0.055045871559633,0.137614678899083,0.0825688073394495,0.0825688073394495,0.036697247706422,0,0.0275229357798165,0.146788990825688,0.0458715596330275,0.100917431192661,0.018348623853211,0.0458715596330275,0.00917431192660551,0.0642201834862385,0.018348623853211
"random_seq_from_cds__NO_45789",97,-0.353298969072165,-0.369180683667933,-0.0835051546391753,-0.0835051546391753,-0.334020618556701,97,4,4,1,-0.334020618556701,0.0192783505154639,0.904761904761905,0,0.0208333333333333,0.03125,0.0104166666666667,0,0.0520833333333333,0,0.125,0.0520833333333333,0.0208333333333333,0.239583333333333,0.09375,0.0104166666666667,0.0833333333333333,0.135416666666667,0.125
"random_seq_from_cds__NO_34127",68,-0.283382352941176,-0.45668449197861,-0.0897058823529412,-0.0897058823529412,-0.269117647058824,68,3,3,1,-0.269117647058824,0.014264705882353,0.589285714285714,0.134328358208955,0.104477611940299,0.0895522388059701,0.0149253731343284,0.134328358208955,0.0895522388059701,0,0.0298507462686567,0.0298507462686567,0.0597014925373134,0.0447761194029851,0.0895522388059701,0.0298507462686567,0.0149253731343284,0.0895522388059701,0.0447761194029851
"random_seq_from_cds__NO_11322",79,-0.338607594936709,-0.436708860759494,-0.0800632911392405,-0.160126582278481,-0.320253164556962,79,4,2,1,-0.320253164556962,0.0183544303797468,0.733333333333333,0.0256410256410256,0.0384615384615385,0.0897435897435897,0.0512820512820513,0.0641025641025641,0.0897435897435897,0.0128205128205128,0.102564102564103,0.102564102564103,0.0769230769230769,0.0641025641025641,0.0384615384615385,0.0128205128205128,0.0769230769230769,0.102564102564103,0.0512820512820513
"random_seq_from_cds__NO_8775",72,-0.226388888888889,-0.371875,-0.0354166666666667,-0.053125,-0.2125,72,6,4,1,-0.2125,0.0138888888888889,0.571428571428571,0.126760563380282,0.0422535211267606,0.0845070422535211,0.0845070422535211,0.0845070422535211,0.0845070422535211,0.028169014084507,0.0563380281690141,0.0845070422535211,0.0563380281690141,0.0422535211267606,0.0140845070422535,0.0422535211267606,0.0704225352112676,0.0422535211267606,0.0563380281690141
"random_seq_from_cds__NO_38667",69,-0.373913043478261,-0.396923986986099,-0.0707246376811594,-0.0707246376811594,-0.353623188405797,69,5,5,1,-0.353623188405797,0.0202898550724638,0.890909090909091,0.0147058823529412,0.0147058823529412,0.0441176470588235,0,0.0294117647058824,0.132352941176471,0.117647058823529,0.102941176470588,0.0147058823529412,0.147058823529412,0.117647058823529,0.0588235294117647,0.0294117647058824,0.0882352941176471,0.0441176470588235,0.0441176470588235
"random_seq_from_cds__NO_45770",106,-0.301792452830189,-0.393935309973046,-0.0558490566037736,-0.0558490566037736,-0.279245283018868,106,5,5,1,-0.279245283018868,0.0225471698113208,0.708860759493671,0.0666666666666667,0.0476190476190476,0.0476190476190476,0.0571428571428571,0.0476190476190476,0.0666666666666667,0.019047619047619,0.0857142857142857,0.0761904761904762,0.0476190476190476,0.104761904761905,0.0761904761904762,0.0285714285714286,0.0571428571428571,0.133333333333333,0.0380952380952381
"random_seq_from_cds__NO_45777",97,-0.448659793814433,-0.470369138676422,-0.142955326460481,-0.142955326460481,-0.428865979381443,97,3,3,1,-0.428865979381443,0.0197938144329897,0.911764705882353,0,0.0416666666666667,0.0208333333333333,0,0,0.09375,0.0416666666666667,0.104166666666667,0.0625,0.0208333333333333,0.229166666666667,0.0833333333333333,0,0.0833333333333333,0.114583333333333,0.104166666666667
"random_seq_from_cds__NO_52072",66,-0.254848484848485,-0.358264462809917,-0.0579545454545455,-0.0579545454545455,-0.231818181818182,66,4,4,1,-0.231818181818182,0.023030303030303,0.647058823529412,0.0615384615384615,0.0615384615384615,0.0769230769230769,0.0615384615384615,0.0461538461538462,0.0461538461538462,0.0461538461538462,0.0615384615384615,0.138461538461538,0.0307692307692308,0.0769230769230769,0.0615384615384615,0.0307692307692308,0.0461538461538462,0.107692307692308,0.0461538461538462
"random_seq_from_cds__NO_45775",75,-0.395866666666667,-0.444372093023256,-0.124888888888889,-0.187333333333333,-0.374666666666667,75,3,2,1,-0.374666666666667,0.0212,0.843137254901961,0.0135135135135135,0.0540540540540541,0.0405405405405405,0,0,0.0810810810810811,0.0135135135135135,0.121621621621622,0.0810810810810811,0.027027027027027,0.162162162162162,0.0810810810810811,0,0.0540540540540541,0.148648648648649,0.121621621621622
"random_seq_from_cds__NO_45779",92,-0.488260869565217,-0.515326086956522,-0.468478260869565,-0.468478260869565,-0.468478260869565,92,1,1,1,-0.468478260869565,0.0197826086956522,0.909090909090909,0,0.0549450549450549,0.010989010989011,0,0,0.0989010989010989,0.043956043956044,0.120879120879121,0.0659340659340659,0.032967032967033,0.241758241758242,0.0549450549450549,0,0.0769230769230769,0.0879120879120879,0.10989010989011
"random_seq_from_cds__NO_11318",87,-0.378850574712644,-0.508857336037863,-0.0731034482758621,-0.0913793103448276,-0.36551724137931,87,5,4,1,-0.36551724137931,0.0133333333333333,0.71830985915493,0.0581395348837209,0.0465116279069767,0.104651162790698,0.0232558139534884,0.0697674418604651,0.0348837209302326,0.0232558139534884,0.0813953488372093,0.0813953488372093,0.0930232558139535,0.162790697674419,0.0348837209302326,0.0232558139534884,0.0348837209302326,0.0930232558139535,0.0348837209302326
"random_seq_from_cds__NO_11312",84,-0.278928571428571,-0.389811738648948,-0.0873015873015873,-0.130952380952381,-0.261904761904762,84,3,2,1,-0.261904761904762,0.0170238095238095,0.671875,0.0602409638554217,0.0240963855421687,0.108433734939759,0.0602409638554217,0.0963855421686747,0.0481927710843374,0.0120481927710843,0.0602409638554217,0.0963855421686747,0.072289156626506,0.0481927710843374,0.072289156626506,0,0.0602409638554217,0.132530120481928,0.0481927710843374
"random_seq_from_cds__NO_26239",90,-0.339555555555556,-0.502067183462532,-0.107407407407407,-0.161111111111111,-0.322222222222222,90,3,2,1,-0.322222222222222,0.0173333333333333,0.641791044776119,0.0786516853932584,0.0561797752808989,0.0786516853932584,0.0449438202247191,0.123595505617978,0.0337078651685393,0.0112359550561798,0.0337078651685393,0.0561797752808989,0.0449438202247191,0.101123595505618,0.0786516853932584,0.0112359550561798,0.0674157303370786,0.0898876404494382,0.0898876404494382
"random_seq_from_cds__NO_11314",68,-0.519117647058823,-0.611934389140271,-0.171078431372549,-0.256617647058824,-0.513235294117647,68,3,2,1,-0.513235294117647,0.00588235294117645,0.838709677419355,0.0149253731343284,0.0149253731343284,0.104477611940299,0.0149253731343284,0.0597014925373134,0.0597014925373134,0.134328358208955,0.0298507462686567,0.0597014925373134,0.164179104477612,0.223880597014925,0.0298507462686567,0,0.0597014925373134,0.0149253731343284,0.0149253731343284
"random_seq_from_cds__NO_12470",73,-0.326575342465753,-0.47986301369863,-0.0442270058708415,-0.0619178082191781,-0.30958904109589,73,7,5,1,-0.30958904109589,0.016986301369863,0.645161290322581,0.0833333333333333,0.0694444444444444,0.0694444444444444,0.0694444444444444,0.125,0.0972222222222222,0,0.0416666666666667,0.0694444444444444,0.0555555555555556,0.138888888888889,0.0277777777777778,0.0277777777777778,0.0416666666666667,0.0694444444444444,0.0138888888888889
"random_seq_from_cds__NO_12473",90,-0.246444444444444,-0.277735849056604,-0.0575,-0.115,-0.23,90,4,2,1,-0.23,0.0164444444444445,0.828125,0.0112359550561798,0.0337078651685393,0.0224719101123595,0.0561797752808989,0.0561797752808989,0.157303370786517,0.0112359550561798,0.134831460674157,0.0449438202247191,0.0674157303370786,0.0449438202247191,0.0674157303370786,0.0112359550561798,0.0898876404494382,0.157303370786517,0.0337078651685393
"random_seq_from_cds__NO_11342",93,-0.21752688172043,-0.331578947368421,-0.0333333333333333,-0.04,-0.2,93,6,5,1,-0.2,0.0175268817204301,0.603174603174603,0.119565217391304,0.0108695652173913,0.0652173913043478,0.0760869565217391,0.0652173913043478,0.0434782608695652,0.0217391304347826,0.0652173913043478,0.0543478260869565,0.0652173913043478,0.0434782608695652,0.0543478260869565,0.0326086956521739,0.0760869565217391,0.0869565217391304,0.119565217391304
"random_seq_from_cds__NO_61885",81,-0.379259259259259,-0.456336608717561,-0.0873456790123457,-0.116460905349794,-0.349382716049383,81,4,3,1,-0.349382716049383,0.0298765432098765,0.765625,0.025,0.05,0.075,0.0375,0.0625,0.125,0.0125,0.0875,0.1,0.05,0.125,0.0375,0,0.05,0.1125,0.05
"random_seq_from_cds__NO_8746",82,-0.344756097560976,-0.498806434872859,-0.0465156794425087,-0.108536585365854,-0.325609756097561,82,7,3,1,-0.325609756097561,0.0191463414634146,0.652777777777778,0.0864197530864197,0.037037037037037,0.148148148148148,0.0246913580246914,0.0987654320987654,0.0246913580246914,0.0246913580246914,0.0617283950617284,0.123456790123457,0.111111111111111,0.111111111111111,0.0246913580246914,0,0.037037037037037,0.0864197530864197,0
"random_seq_from_cds__NO_61888",89,-0.279213483146067,-0.363590724360507,-0.0510112359550562,-0.0850187265917603,-0.255056179775281,89,5,3,1,-0.255056179775281,0.0241573033707865,0.701492537313433,0.0340909090909091,0.0568181818181818,0.0568181818181818,0.0795454545454545,0.0340909090909091,0.0227272727272727,0.0568181818181818,0.0454545454545455,0.113636363636364,0.0568181818181818,0.125,0.0681818181818182,0.0454545454545455,0.0340909090909091,0.113636363636364,0.0568181818181818
"random_seq_from_cds__NO_59672",84,-0.271904761904762,-0.444773519163763,-0.0377551020408163,-0.0528571428571429,-0.264285714285714,84,7,5,1,-0.264285714285714,0.00761904761904764,0.594202898550725,0.132530120481928,0.0602409638554217,0.0963855421686747,0.036144578313253,0.120481927710843,0.0602409638554217,0.036144578313253,0.0481927710843374,0.0843373493975904,0.072289156626506,0.0240963855421687,0.0481927710843374,0,0.072289156626506,0.072289156626506,0.036144578313253
"random_seq_from_cds__NO_14191",98,-0.19969387755102,-0.280816326530612,-0.0292517006802721,-0.0351020408163265,-0.175510204081633,98,6,5,1,-0.175510204081633,0.0241836734693878,0.625,0.0721649484536082,0.0412371134020619,0.0412371134020619,0.0824742268041237,0.0618556701030928,0.0515463917525773,0.0103092783505155,0.0824742268041237,0.0515463917525773,0.0515463917525773,0.0618556701030928,0.0412371134020619,0.0515463917525773,0.0618556701030928,0.0927835051546392,0.144329896907216
"random_seq_from_cds__NO_8743",81,-0.215679012345679,-0.297297297297297,-0.0407407407407407,-0.101851851851852,-0.203703703703704,81,5,2,1,-0.203703703703704,0.0119753086419753,0.685185185185185,0.025,0.075,0.0125,0.0875,0.0375,0.0875,0,0.1125,0.1125,0.0125,0.0625,0.0375,0.0375,0.0625,0.1375,0.1
"random_seq_from_cds__NO_15688",81,-0.267407407407407,-0.366666666666667,-0.0488888888888889,-0.122222222222222,-0.244444444444444,81,5,2,1,-0.244444444444444,0.022962962962963,0.666666666666667,0.0625,0.05,0.0375,0.0625,0.0375,0.0375,0,0.075,0.0875,0.0125,0.125,0.075,0.025,0.05,0.1375,0.125
"random_seq_from_cds__NO_52041",85,-0.395647058823529,-0.493808049535604,-0.125098039215686,-0.187647058823529,-0.375294117647059,85,3,2,1,-0.375294117647059,0.0203529411764706,0.76,0.0238095238095238,0.0357142857142857,0.142857142857143,0.0119047619047619,0.0714285714285714,0.0714285714285714,0.0238095238095238,0.0595238095238095,0.107142857142857,0.119047619047619,0.178571428571429,0.0357142857142857,0.0119047619047619,0.0119047619047619,0.0952380952380952,0
"random_seq_from_cds__NO_8750",95,-0.535052631578947,-0.59196992481203,-0.127894736842105,-0.170526315789474,-0.511578947368421,95,4,3,1,-0.511578947368421,0.0234736842105263,0.864197530864197,0.0106382978723404,0.0212765957446809,0.0531914893617021,0.0319148936170213,0.0425531914893617,0.0851063829787234,0.127659574468085,0.074468085106383,0.0531914893617021,0.180851063829787,0.148936170212766,0.0319148936170213,0,0.0425531914893617,0.0851063829787234,0.0106382978723404
"random_seq_from_cds__NO_15682",88,-0.223181818181818,-0.366978609625669,-0.0511363636363636,-0.102272727272727,-0.204545454545455,88,4,2,1,-0.204545454545455,0.0186363636363636,0.557377049180328,0.126436781609195,0.0114942528735632,0.0689655172413793,0.103448275862069,0.0459770114942529,0.0459770114942529,0,0.0344827586206897,0.0804597701149425,0.0344827586206897,0.114942528735632,0.0229885057471264,0.0574712643678161,0.0459770114942529,0.0689655172413793,0.137931034482759
"random_seq_from_cds__NO_12478",85,-0.298235294117647,-0.41815987933635,-0.0468627450980392,-0.140588235294118,-0.281176470588235,85,6,2,1,-0.281176470588235,0.0170588235294118,0.672413793103448,0.0833333333333333,0.0357142857142857,0.0595238095238095,0.0476190476190476,0.0357142857142857,0.0357142857142857,0,0.119047619047619,0.0714285714285714,0.0595238095238095,0.0952380952380952,0.0357142857142857,0.0357142857142857,0.0714285714285714,0.107142857142857,0.107142857142857
"random_seq_from_cds__NO_15680",86,-0.312906976744186,-0.411479465611084,-0.0732558139534884,-0.0732558139534884,-0.293023255813953,86,4,4,1,-0.293023255813953,0.0198837209302326,0.712121212121212,0.0235294117647059,0.0470588235294118,0.0705882352941176,0.0823529411764706,0.117647058823529,0.0588235294117647,0.0470588235294118,0.0235294117647059,0.0588235294117647,0.117647058823529,0.0588235294117647,0.0588235294117647,0.0235294117647059,0.0235294117647059,0.117647058823529,0.0705882352941176
"random_seq_from_cds__NO_26215",89,-0.36,-0.465168539325843,-0.0674157303370786,-0.0842696629213483,-0.337078651685393,89,5,4,1,-0.337078651685393,0.0229213483146067,0.72463768115942,0.0454545454545455,0.0454545454545455,0.102272727272727,0.0227272727272727,0.0909090909090909,0.0568181818181818,0.0227272727272727,0.0795454545454545,0.0681818181818182,0.0681818181818182,0.102272727272727,0.0681818181818182,0.0113636363636364,0.0909090909090909,0.0681818181818182,0.0568181818181818
"random_seq_from_cds__NO_15230",98,-0.24734693877551,-0.351779781680114,-0.0317784256559767,-0.0444897959183673,-0.222448979591837,98,7,5,1,-0.222448979591837,0.0248979591836735,0.632352941176471,0.0721649484536082,0.0412371134020619,0.0927835051546392,0.0515463917525773,0.0721649484536082,0.0412371134020619,0,0.0927835051546392,0.0721649484536082,0.0515463917525773,0.0515463917525773,0.0515463917525773,0.0309278350515464,0.0824742268041237,0.0824742268041237,0.11340206185567
"random_seq_from_cds__NO_26213",90,-0.197777777777778,-0.247251461988304,-0.0335555555555556,-0.0335555555555556,-0.167777777777778,90,5,5,1,-0.167777777777778,0.03,0.678571428571429,0.0561797752808989,0.0674157303370786,0.0224719101123595,0.0449438202247191,0.0674157303370786,0.0449438202247191,0.0337078651685393,0.123595505617978,0.0674157303370786,0.0224719101123595,0.0112359550561798,0.0561797752808989,0.0112359550561798,0.123595505617978,0.0898876404494382,0.157303370786517
"random_seq_from_cds__NO_15233",89,-0.252808988764045,-0.395707288965716,-0.0460674157303371,-0.0460674157303371,-0.230337078651685,89,5,5,1,-0.230337078651685,0.0224719101123595,0.582089552238806,0.0909090909090909,0.0568181818181818,0.0681818181818182,0.0909090909090909,0.113636363636364,0.0681818181818182,0,0.0568181818181818,0.0795454545454545,0.0568181818181818,0.0227272727272727,0.0454545454545455,0.0340909090909091,0.0568181818181818,0.102272727272727,0.0568181818181818
"random_seq_from_cds__NO_45750",84,-0.225714285714286,-0.27281746031746,-0.0491071428571429,-0.0654761904761905,-0.196428571428571,84,4,3,1,-0.196428571428571,0.0292857142857143,0.72,0.0240963855421687,0,0.0843373493975904,0.0602409638554217,0.072289156626506,0.0240963855421687,0.0120481927710843,0.072289156626506,0.072289156626506,0.036144578313253,0.072289156626506,0.072289156626506,0,0.120481927710843,0.0843373493975904,0.192771084337349
"random_seq_from_cds__NO_34113",78,-0.351666666666667,-0.522739541160594,-0.0814102564102564,-0.108547008547009,-0.325641025641026,78,4,3,1,-0.325641025641026,0.026025641025641,0.622950819672131,0.0909090909090909,0.051948051948052,0.0909090909090909,0.0649350649350649,0.025974025974026,0.103896103896104,0.025974025974026,0.0909090909090909,0.12987012987013,0.025974025974026,0.051948051948052,0.025974025974026,0.051948051948052,0.0779220779220779,0.051948051948052,0.038961038961039
"random_seq_from_cds__NO_52056",98,-0.453673469387755,-0.543064182194617,-0.0726190476190476,-0.217857142857143,-0.435714285714286,98,6,2,1,-0.435714285714286,0.0179591836734694,0.802325581395349,0.0309278350515464,0.0515463917525773,0.0824742268041237,0.0103092783505155,0.0618556701030928,0.0412371134020619,0.103092783505155,0.0721649484536082,0.0618556701030928,0.164948453608247,0.164948453608247,0.0309278350515464,0.0103092783505155,0.0309278350515464,0.0721649484536082,0.0103092783505155
"random_seq_from_cds__NO_15674",88,-0.268977272727273,-0.4375,-0.13125,-0.2625,-0.2625,88,2,1,1,-0.2625,0.00647727272727272,0.6,0.0804597701149425,0.0459770114942529,0.0804597701149425,0.0689655172413793,0.0804597701149425,0.0459770114942529,0.0114942528735632,0.0804597701149425,0.0574712643678161,0.0344827586206897,0.0459770114942529,0.0574712643678161,0.0574712643678161,0.0919540229885057,0.0574712643678161,0.103448275862069
"random_seq_from_cds__NO_52054",90,-0.210111111111111,-0.282044444444444,-0.0265079365079365,-0.0618518518518519,-0.185555555555556,90,7,3,1,-0.185555555555556,0.0245555555555556,0.657894736842105,0.0898876404494382,0.0561797752808989,0.112359550561798,0.0337078651685393,0.0674157303370786,0.0898876404494382,0.0224719101123595,0.0786516853932584,0.101123595505618,0.0786516853932584,0.0786516853932584,0.0337078651685393,0.0337078651685393,0.0337078651685393,0.0786516853932584,0.0112359550561798
"random_seq_from_cds__NO_52051",72,-0.515416666666667,-0.5640625,-0.100277777777778,-0.501388888888889,-0.501388888888889,72,5,1,1,-0.501388888888889,0.0140277777777778,0.888888888888889,0.0140845070422535,0.0140845070422535,0.0704225352112676,0,0.0563380281690141,0.197183098591549,0.0563380281690141,0.0985915492957746,0.028169014084507,0.169014084507042,0.154929577464789,0.0140845070422535,0,0.028169014084507,0.0985915492957746,0
"random_seq_from_cds__NO_57406",80,-0.3045,-0.363829787234043,-0.057,-0.095,-0.285,80,5,3,1,-0.285,0.0195,0.783333333333333,0.0379746835443038,0.0379746835443038,0.0759493670886076,0.0126582278481013,0.0126582278481013,0.0759493670886076,0.0379746835443038,0.126582278481013,0.0759493670886076,0.0759493670886076,0.10126582278481,0.0759493670886076,0.0379746835443038,0.0632911392405063,0.113924050632911,0.0379746835443038
"random_seq_from_cds__NO_1633",81,-0.20962962962963,-0.306310013717421,-0.0633744855967078,-0.0950617283950617,-0.190123456790123,81,3,2,1,-0.190123456790123,0.0195061728395062,0.620689655172414,0.0375,0.1,0.05,0.0875,0.075,0.075,0.025,0.0625,0.0875,0.025,0.05,0.05,0.075,0.0375,0.0875,0.075
"random_seq_from_cds__NO_60737",78,-0.491794871794872,-0.565384615384615,-0.161538461538462,-0.242307692307692,-0.484615384615385,78,3,2,1,-0.484615384615385,0.00717948717948724,0.857142857142857,0,0.025974025974026,0.0649350649350649,0.025974025974026,0.0649350649350649,0.0909090909090909,0.0909090909090909,0.051948051948052,0.038961038961039,0.142857142857143,0.12987012987013,0.0779220779220779,0.012987012987013,0.038961038961039,0.103896103896104,0.038961038961039
"random_seq_from_cds__NO_59651",71,-0.269577464788732,-0.381734154929578,-0.0830985915492958,-0.0830985915492958,-0.249295774647887,71,3,3,1,-0.249295774647887,0.0202816901408451,0.653061224489796,0.0857142857142857,0.0142857142857143,0.0428571428571429,0.1,0.0428571428571429,0.0428571428571429,0.0285714285714286,0.0571428571428571,0.0571428571428571,0.0571428571428571,0.142857142857143,0.0285714285714286,0.0428571428571429,0.0571428571428571,0.0714285714285714,0.128571428571429
"random_seq_from_cds__NO_34168",84,-0.251071428571429,-0.335772357723577,-0.0333333333333333,-0.0466666666666667,-0.233333333333333,84,7,5,1,-0.233333333333333,0.0177380952380952,0.694915254237288,0.0602409638554217,0.036144578313253,0.0602409638554217,0.0481927710843374,0.0843373493975904,0.072289156626506,0.0240963855421687,0.108433734939759,0.0481927710843374,0.072289156626506,0.036144578313253,0.0481927710843374,0.0240963855421687,0.0963855421686747,0.0843373493975904,0.0963855421686747
"random_seq_from_cds__NO_1636",87,-0.233218390804598,-0.308620689655172,-0.0342911877394636,-0.0514367816091954,-0.205747126436782,87,6,4,1,-0.205747126436782,0.0274712643678161,0.666666666666667,0.0581395348837209,0.0116279069767442,0.104651162790698,0.0697674418604651,0.0697674418604651,0.116279069767442,0.0116279069767442,0.0581395348837209,0.0581395348837209,0.0581395348837209,0.0581395348837209,0.0581395348837209,0.0581395348837209,0.0697674418604651,0.0581395348837209,0.0813953488372093
